표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7307750000","307750","국전약품","국전약품","KUKJEON PHARMACEUTICAL Co.,Ltd","2018/12/19","KOSDAQ","주권","우량기업부","보통주","100","49069269"
"KR7002720001","002720","국제약품보통주","국제약품","Kukje Pharma","1975/12/27","KOSPI","주권",,"보통주","1000","21159832"
"KR7243870003","243870","굿센","굿센","Goodcen","2016/10/31","KONEX","주권","일반기업부","보통주","500","2892631"
"KR7035080001","035080","그래디언트","그래디언트","Gradiant","1999/07/05","KOSDAQ","주권","우량기업부","보통주","2500","14527584"
"KR7114090004","114090","그랜드코리아레저보통주","GKL","Grand Korea Leisure","2009/11/19","KOSPI","주권",,"보통주","500","61855670"
"HK0000307485","900290","그레이트리치과기유한공사","GRT","Great Rich Technologies Limited","2016/10/25","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","67375000"
"KR7204020002","204020","그리티","그리티","GRITEE, Inc.","2018/07/23","KOSDAQ","주권","벤처기업부","보통주","500","20147430"
"KR7402490007","402490","그린리소스","그린리소스","Green Resource Co.,Ltd","2023/11/24","KOSDAQ","주권","기술성장기업부","보통주","500","8265944"
"KR7114450000","114450","그린생명과학","그린생명과학","GREEN LIFESCIENCE","2009/12/22","KOSDAQ","주권","중견기업부","보통주","500","20000000"
"KR7083420000","083420","그린케미칼보통주","그린케미칼","GREEN CHEMICAL","2005/10/20","KOSPI","주권",,"보통주","500","24000000"
"KR7186230009","186230","그린플러스","그린플러스","GREEN PLUS Co., Ltd","2019/08/07","KOSDAQ","주권","벤처기업부","보통주","500","10820188"
"KR7014530000","014530","극동유화보통주","극동유화","KukdongOil&Chem.","1991/01/31","KOSPI","주권",,"보통주","500","34869420"
"KR7083450007","083450","글로벌스탠다드테크놀로지","GST","Global Standard Technology Co., Ltd.","2006/02/01","KOSDAQ","주권","우량기업부","보통주","500","9317745"
"KYG3931T1076","900070","글로벌에스엠테크리미티드","글로벌에스엠","Global SM Tech Limited","2009/12/23","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","0.5","53743968"
"KR7204620009","204620","글로벌텍스프리","글로벌텍스프리","Global Tax Free Co., Ltd.","2014/11/19","KOSDAQ","주권","중견기업부","보통주","500","56787848"
"KR7019660000","019660","글로본","글로본","GLOBON CO., LTD.","1992/06/04","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","34790746"
"KR7014281000","014285","금강공업1우선주","금강공업우","KUMKANG KIND(1P)","1989/07/31","KOSPI","주권",,"구형우선주","1000","589875"
"KR7014280002","014280","금강공업보통주","금강공업","KUMKANG KIND","1988/09/10","KOSPI","주권",,"보통주","1000","29329357"
"KR7053260006","053260","금강철강","금강철강","KEUM KANG STEEL CO., LTD","2002/01/04","KOSDAQ","주권","우량기업부","보통주","500","18720000"
"KR7008870008","008870","금비보통주","금비","Kumbi","1990/06/08","KOSPI","주권",,"보통주","5000","1000000"
"KR7282720002","282720","금양그린파워","금양그린파워","KUMYANG GREEN POWER CO., Ltd.","2023/03/13","KOSDAQ","주권","중견기업부","보통주","500","12119500"
"KR7001570001","001570","금양보통주","금양","Kumyang","1976/12/17","KOSPI","주권",,"보통주","500","58050037"
"KR7002991008","002995","금호건설1우선주","금호건설우","KUMHOE&C(1P)","1988/10/06","KOSPI","주권",,"구형우선주","5000","292266"
"KR7002990000","002990","금호건설보통주","금호건설","KUMHOE&C","1976/06/26","KOSPI","주권",,"보통주","5000","36953595"
"KR7011781002","011785","금호석유화학1우선주","금호석유우","KumhoPetrochemical(1P)","1988/10/20","KOSPI","주권",,"구형우선주","5000","3023486"
"KR7011780004","011780","금호석유화학보통주","금호석유","KumhoPetrochemical","1988/01/22","KOSPI","주권",,"보통주","5000","27672679"
"KR7214330003","214330","금호에이치티보통주","금호에이치티","Kumho HT, Inc.","2015/11/11","KOSPI","주권",,"보통주","500","213914131"
"KR7001210004","001210","금호전기보통주","금호전기","KumhoElectric","1973/11/15","KOSPI","주권",,"보통주","500","38069709"
"KR7073240004","073240","금호타이어보통주","금호타이어","KUMHOTIRECO.,INC","2005/02/17","KOSPI","주권",,"보통주","5000","287260287"
"KR7036190007","036190","금화피에스시","금화피에스시","GEUMHWA PSC CO.,LTD.","2000/12/26","KOSDAQ","주권","우량기업부","보통주","500","6000000"
"KR7049080005","049080","기가레인","기가레인","GIGALANE Co., Ltd.","2013/12/19","KOSDAQ","주권","벤처기업부","보통주","500","84883347"
"KR7420770000","420770","기가비스","기가비스","GigaVis Co., Ltd.","2023/05/24","KOSDAQ","주권","중견기업부","보통주","200","12675758"
"KR7035460005","035460","기산텔레콤","기산텔레콤","Kisan Telecom CO.,Ltd","1999/11/18","KOSDAQ","주권","벤처기업부","보통주","500","14577340"
"KR7092440007","092440","기신정기 보통주","기신정기","KISHIN CORPORATION","2007/10/30","KOSPI","주권",,"보통주","500","29200000"
"KR7000270009","000270","기아보통주","기아","KIA CORPORATION","1973/07/21","KOSPI","주권",,"보통주","5000","402044203"
"KR7456700004","456700","길교이앤씨","길교이앤씨","GILGYO E&C","2023/07/26","KONEX","주권","일반기업부","보통주","500","900000"
"KR7013700000","013700","까뮤이앤씨보통주","까뮤이앤씨","CAMUS ENGINEERING & CONSTRUCTION Inc.","1989/11/30","KOSPI","주권",,"보통주","500","45152280"
"KR7308100007","308100","까스텔바작","까스텔바작","Castelbajac Co., Ltd.","2019/06/10","KOSDAQ","주권","중견기업부","보통주","500","6624733"
"KR7004541009","004545","깨끗한나라1우선주","깨끗한나라우","KleanNara(1P)","1988/11/21","KOSPI","주권",,"구형우선주","1000","366160"
"KR7004540001","004540","깨끗한나라보통주","깨끗한나라","KleanNara","1975/06/25","KOSPI","주권",,"보통주","1000","37240693"
"KR7407400001","407400","꿈비","꿈비","GGUMBI Inc.","2023/02/09","KOSDAQ","주권","벤처기업부","보통주","100","12259474"
"KR7187790001","187790","나노","나노","NANO. Co., Ltd.","2014/05/08","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","30840830"
"KR7286750005","286750","나노브릭","나노브릭","NANOBRICK Co., Ltd.","2019/08/19","KOSDAQ","주권","기술성장기업부","보통주","500","20694559"
"KR7121600001","121600","나노신소재","나노신소재","Advanced Nano Products Co.,Ltd","2011/02/09","KOSDAQ","주권","우량기업부","보통주","500","12196078"
"KR7247660004","247660","나노씨엠에스","나노씨엠에스","NANOCMS CO.,LTD","2021/03/09","KOSDAQ","주권","기술성장기업부","보통주","500","4343920"
"KR7039860002","039860","나노엔텍","나노엔텍","NanoenTek,Inc.","2000/08/16","KOSDAQ","주권","중견기업부","보통주","500","26807627"
"KR7091970004","091970","나노캠텍","나노캠텍","Nano Chem Tech Inc.","2007/01/30","KOSDAQ","주권","중견기업부","보통주","500","37417493"
"KR7417010006","417010","나노팀","나노팀","NanoTIM Co. Ltd.","2023/03/03","KOSDAQ","주권","벤처기업부","보통주","500","19724328"
"KR7244880001","244880","나눔테크","나눔테크","NANOOM","2016/06/01","KONEX","주권","일반기업부","보통주","500","5020000"
"KR7405920000","405920","나라셀라","나라셀라","NARA CELLAR Co.,Ltd.","2023/06/02","KOSDAQ","주권","중견기업부","보통주","5000","12878076"
"KR7288490006","288490","나라소프트","나라소프트","NARASOFT","2018/11/23","KONEX","주권","일반기업부","보통주","100","52414732"
"KR7051490001","051490","나라엠앤디","나라엠앤디","NARA MOLD & DIE CO., LTD.","2001/06/12","KOSDAQ","주권","우량기업부","보통주","500","14200000"
"KR7137080008","137080","나래나노텍","나래나노텍","NARAE NANOTECH CORPORATION","2022/02/08","KOSDAQ","주권","벤처기업부","보통주","500","11059422"
"KR7190510008","190510","나무가","나무가","Namuga Co.,Ltd","2015/11/12","KOSDAQ","주권","우량기업부","보통주","500","16264384"
"KR7242040004","242040","나무기술","나무기술","NAMU TECH CO.,LTD.","2016/09/07","KOSDAQ","주권","기술성장기업부","보통주","100","34606264"
"KR7089600001","089600","나스미디어","나스미디어","Nasmedia Co., Ltd.","2013/07/17","KOSDAQ","주권","우량기업부","보통주","500","11568163"
"KR7293580007","293580","나우아이비캐피탈","나우IB","NAU IB Capital","2018/10/04","KOSDAQ","주권","중견기업부","보통주","500","95770000"
"KR7257990002","257990","나우코스","나우코스","NOWCOS","2020/12/30","KONEX","주권","일반기업부","보통주","500","5883892"
"KR7138610001","138610","나이벡","나이벡","NIBEC CO., LTD.","2011/07/13","KOSDAQ","주권","기술성장기업부","보통주","500","10230743"
"KR7130580004","130580","나이스디앤비","나이스디앤비","NICE D&B CO., LTD.","2011/12/22","KOSDAQ","주권","우량기업부","보통주","500","15400000"
"KR7036800001","036800","나이스정보통신","나이스정보통신","NICE INFORMATION&TELECOMMUNICATION INC.","2000/05/03","KOSDAQ","주권","우량기업부","보통주","500","10000000"
"KR7030190003","030190","나이스평가정보보통주","NICE평가정보","NICE Information Service","2023/08/08","KOSPI","주권",,"보통주","500","60107670"
"KR7267320000","267320","나인테크","나인테크","Naintech. CO.,LTD.","2017/06/22","KOSDAQ","주권","벤처기업부","보통주","100","43664104"
"KR7001260009","001260","남광토건보통주","남광토건","NamkwangEngineering&Construction","1976/12/28","KOSPI","주권",,"보통주","5000","9832572"
"KR7008351009","008355","남선알미늄1우선주","남선알미우","NamsunAluminium(1P)","1989/12/23","KOSPI","주권",,"구형우선주","500","307890"
"KR7008350001","008350","남선알미늄보통주","남선알미늄","NamsunAluminium","1978/05/22","KOSPI","주권",,"보통주","500","129079090"
"KR7004270005","004270","남성보통주","남성","Namsung","1989/11/14","KOSPI","주권",,"보통주","500","36212160"
"KR7003921004","003925","남양유업1우선주","남양유업우","NamyangDairyProducts(1P)","1988/06/20","KOSPI","주권",,"구형우선주","5000","200000"
"KR7003920006","003920","남양유업보통주","남양유업","NamyangDairyProducts","1978/06/24","KOSPI","주권",,"보통주","5000","720000"
"KR7025860008","025860","남해화학보통주","남해화학","NamhaeChemical","1995/11/10","KOSPI","주권",,"보통주","1000","49678843"
"KR7111710000","111710","남화산업","남화산업","Namhwa Industrial Co.,Ltd","2018/11/29","KOSDAQ","주권","중견기업부","보통주","200","20588000"
"KR7091590000","091590","남화토건","남화토건","Nam Hwa Construction Company, Limited","2012/01/31","KOSDAQ","주권","우량기업부","보통주","500","11740000"
"KR7168330009","168330","내츄럴엔도텍","내츄럴엔도텍","Naturalendo Tech Co., Ltd","2013/10/31","KOSDAQ","주권","벤처기업부","보통주","500","31754900"
"KR7094860004","094860","네오리진","네오리진","NEORIGIN","2007/04/16","KOSDAQ","주권","벤처기업부","보통주","500","21399569"
"KR7253590004","253590","네오셈","네오셈","Neosem Inc.","2018/04/04","KOSDAQ","주권","우량기업부","보통주","100","43869164"
"KR7212560007","212560","네오오토","네오오토","NEOOTO Co., Ltd.","2015/11/18","KOSDAQ","주권","우량기업부","보통주","500","7874963"
"KR7095660007","095660","네오위즈","네오위즈","NEOWIZ","2007/07/02","KOSDAQ","주권","우량기업부","보통주","500","22033719"
"KR7042420000","042420","네오위즈홀딩스","네오위즈홀딩스","NEOWIZ HOLDINDS Corporation","2000/06/27","KOSDAQ","주권","중견기업부","보통주","500","8856866"
"KR8840140006","950220","네오이뮨텍","네오이뮨텍","NeoImmuneTech, Inc.","2021/03/16","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","0","98867465"
"KR7311390009","311390","네오크레마","네오크레마","Neo Cremar Co., Ltd.","2019/08/22","KOSDAQ","주권","벤처기업부","보통주","500","10979147"
"KR7085910008","085910","네오티스","네오티스","NEO TECHNICAL SYSTEM CO., LTD","2007/10/01","KOSDAQ","주권","중견기업부","보통주","500","13934818"
"KR7092730001","092730","네오팜","네오팜","Neopharm CO., LTD.","2007/01/30","KOSDAQ","주권","우량기업부","보통주","500","8207361"
"KR7290660000","290660","네오펙트","네오펙트","NEOFECT Co.,Ltd","2018/11/28","KOSDAQ","주권","기술성장기업부","보통주","500","41371281"
"KR7306620006","306620","네온테크","네온테크","Neontech Co., Ltd.","2018/10/31","KOSDAQ","주권","벤처기업부","보통주","100","41713607"
"KR7153460001","153460","네이블","네이블","Nable","2012/07/19","KOSDAQ","주권","벤처기업부","보통주","500","6530014"
"KR7007390008","007390","네이처셀","네이처셀","NATURECELL CO.,LTD.","1992/11/30","KOSDAQ","주권","중견기업부","보통주","500","64157156"
"KR7033640004","033640","네패스","네패스","NEPES Corporation","1999/12/14","KOSDAQ","주권","중견기업부","보통주","500","23059202"
"KR7330860008","330860","네패스아크","네패스아크","Nepes Ark Corporation","2020/11/17","KOSDAQ","주권","우량기업부","보통주","500","12184045"
"KR7005721006","005725","넥센1우선주","넥센우","NEXEN(1P)","1989/09/23","KOSPI","주권",,"구형우선주","500","3600600"
"KR7005720008","005720","넥센보통주","넥센","NEXEN","1987/12/19","KOSPI","주권",,"보통주","500","53543977"
"KR7002351005","002355","넥센타이어1우선주(신형)","넥센타이어1우B","NEXENTIRE(1PB)","1999/06/08","KOSPI","주권",,"신형우선주","500","6500000"
"KR7002350007","002350","넥센타이어보통주","넥센타이어","NEXENTIRE","1976/05/19","KOSPI","주권",,"보통주","500","97667877"
"KR7089140008","089140","넥스턴바이오사이언스","넥스턴바이오","NEXTURNBIOSCIENCE","2006/11/01","KOSDAQ","주권","벤처기업부","보통주","2500","10357863"
"KR7137940003","137940","넥스트아이","넥스트아이","NextEye Co., Ltd.","2011/06/14","KOSDAQ","주권","중견기업부","보통주","100","78320992"
"KR7160550000","160550","넥스트엔터테인먼트월드","NEW","Next Entertainment World Co., Ltd.","2014/12/23","KOSDAQ","주권","중견기업부","보통주","500","27906106"
"KR7396270001","396270","넥스트칩","넥스트칩","NEXTCHIP Co., Ltd.","2022/07/01","KOSDAQ","주권","기술성장기업부","보통주","500","18050640"
"KR7348210006","348210","넥스틴","넥스틴","NEXTIN Inc.","2020/10/08","KOSDAQ GLOBAL","주권","중견기업부","보통주","500","10278332"
"KR7092790005","092790","넥스틸보통주","넥스틸","NEXTEEL","2023/08/21","KOSPI","주권",,"보통주","500","26002000"
"KR7225570001","225570","넥슨게임즈","넥슨게임즈","NEXON Games","2015/09/25","KOSDAQ","주권","우량기업부","보통주","500","65803770"
"KR7217270008","217270","넵튠","넵튠","Neptune Company","2015/06/18","KOSDAQ","주권","중견기업부","보통주","500","46612150"
"KR7251270005","251270","넷마블보통주","넷마블","Netmarble Corporation","2017/05/12","KOSPI","주권",,"보통주","100","85953502"
"KR7317860005","317860","노드메이슨","노드메이슨","Nordmason","2019/12/06","KONEX","주권","일반기업부","보통주","500","4429715"
